Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable,Vehicle_Age,Price_per_km
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,270000,Riyadh,33000,False,9,0.122222
Toyota,Corolla,2018,Saudi,Black,Standard,1.6,Gas,Automatic,72000,Riyadh,42000,False,7,0.583333
Ford,F150,2014,Saudi,Black,Full,3.2,Gas,Automatic,200000,Qassim,58000,False,11,0.29
Nissan,Navara,2014,Gulf Arabic,White,Full,2.5,Gas,Automatic,167,Aseer,35000,False,11,209.580838
Hyundai,Senta Fe,2015,Saudi,Silver,Semi Full,3.3,Gas,Automatic,120,Jeddah,57000,False,10,475.0
Jeep,Grand Cherokee,2020,Saudi,Brown,Full,3.6,Gas,Automatic,27500,Al-Ahsa,160000,False,5,5.818182
Iveco,Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,116000,Riyadh,92000,False,7,0.793103
Fiat,500,2019,Saudi,Grey,Semi Full,1.4,Gas,Automatic,28000,Makkah,62000,False,6,2.214286
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,185000,Riyadh,45000,False,10,0.243243
Mitsubishi,Pajero,2014,Saudi,White,Full,3.5,Gas,Automatic,168,Besha,49000,False,11,291.666667
Nissan,Pathfinder,2007,Saudi,Grey,Standard,3.5,Gas,Automatic,111,Riyadh,30000,False,18,270.27027
Hyundai,Elantra,2012,Saudi,White,Semi Full,1.7,Gas,Manual,300,Qassim,15000,False,13,50.0
Kia,Carnival,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000,False,12,0.109375
Honda,Accord,2004,Saudi,Golden,Full,1.0,Gas,Automatic,300,Riyadh,13000,False,21,43.333333
Toyota,Land Cruiser,2009,Saudi,White,Full,5.7,Gas,Automatic,470000,Qurayyat,76000,False,16,0.161702
Toyota,Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,200000,Jeddah,35000,False,10,0.175
Hyundai,H1,2010,Saudi,Blue,Standard,1.4,Gas,Automatic,147000,Riyadh,29000,False,15,0.197279
Toyota,Fj,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,64866,Makkah,125000,False,9,1.92705
Hyundai,Azera,2017,Other,White,Semi Full,3.5,Gas,Automatic,256,Riyadh,47000,False,8,183.59375
Ford,Taurus,2012,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,334728,Aseer,35000,False,13,0.104563
Toyota,Corolla,2011,Saudi,White,Semi Full,1.4,Gas,Automatic,283971,Jeddah,25000,False,14,0.088037
Toyota,Prado,2015,Saudi,Silver,Full,3.6,Gas,Automatic,225989,Jeddah,84000,False,10,0.3717
Honda,Odyssey,2016,Saudi,Red,Full,6.0,Gas,Automatic,189000,Riyadh,57000,False,9,0.301587
Hyundai,Elantra,2007,Saudi,Grey,Standard,1.6,Gas,Manual,191700,Taef,13000,False,18,0.067814
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,39000,Riyadh,45000,False,7,1.153846
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Automatic,63000,Jeddah,110000,False,7,1.746032
Toyota,Camry,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,38000,Riyadh,1364,False,5,0.035895
Ford,Marquis,2011,Other,Brown,Semi Full,8.0,Gas,Automatic,400000,Makkah,25000,False,14,0.0625
Hyundai,Senta Fe,2016,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000,False,9,0.316062
Toyota,Land Cruiser Pickup,2021,Gulf Arabic,Brown,Full,4.0,Gas,Manual,1519,Riyadh,175000,False,4,115.207373
Mercury,Grand Marquis,2000,Saudi,Silver,Semi Full,3.8,Gas,Automatic,179000,Dammam,14000,False,25,0.078212
Ford,Taurus,2018,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000,False,7,1.054795
Changan,Cs75,2017,Saudi,White,Full,1.8,Gas,Automatic,107000,Riyadh,37000,False,8,0.345794
Honda,Pilot,2005,Other,Blue,Semi Full,6.0,Gas,Automatic,4130,Dammam,15000,False,20,3.631961
Gmc,Sierra,2016,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000,False,9,496.89441
Kia,Optima,2016,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000,False,9,0.221053
Toyota,Land Cruiser,2019,Saudi,White,Semi Full,4.6,Gas,Automatic,41000,Riyadh,190000,False,6,4.634146
Ford,Mustang,2017,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000,False,8,1.0
Jeep,Compass,2016,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500,False,9,0.400154
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000,False,9,441.441441
Toyota,Yaris,2010,Saudi,Silver,Standard,1.3,Gas,Manual,350000,Jeddah,13000,False,15,0.037143
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000,False,8,0.308989
Toyota,Innova,2014,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000,False,11,0.124113
Kia,Sorento,2011,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000,False,14,187.5
Toyota,Land Cruiser,2013,Saudi,White,Semi Full,4.6,Gas,Automatic,283,Al-Medina,100000,False,12,353.35689
Hyundai,Azera,2013,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000,False,12,0.112676
Nissan,Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000,False,7,0.329545
Nissan,Patrol,2014,Saudi,Grey,Full,4.0,Gas,Automatic,265000,Jeddah,100000,False,11,0.377358
Lexus,Es,2016,Other,Black,Full,3.5,Gas,Automatic,130000,Aseer,115000,False,9,0.884615
Toyota,Land Cruiser,2016,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000,False,9,0.862011
Lexus,Gs,2014,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000,False,11,1.096774
Bmw,The 5,2020,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000,False,5,22.692308
Gmc,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000,False,14,0.154506
Toyota,Land Cruiser,2001,Saudi,White,Full,4.8,Gas,Automatic,152000,Qassim,95000,False,24,0.625
Renault,Duster,2017,Saudi,Navy,Full,2.0,Gas,Automatic,106000,Al-Ahsa,1128,False,8,0.010642
Honda,Other,2005,Saudi,Red,Semi Full,4.0,Gas,Manual,100,Riyadh,20000,False,20,200.0
Porsche,Cayenne S,2012,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000,False,13,0.449735
Hyundai,Elantra,2016,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000,False,9,0.675676
Gmc,Suburban,2006,Other,Golden,Semi Full,5.3,Gas,Automatic,238,Riyadh,30000,False,19,126.05042
Ford,Expedition,2009,Saudi,Black,Semi Full,5.4,Gas,Automatic,18500,Taef,35000,False,16,1.891892
Ford,Explorer,2013,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000,False,12,0.220183
Dodge,Ram,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000,False,14,0.210526
Kia,Cerato,2012,Other,White,Standard,1.6,Gas,Automatic,312287,Riyadh,17000,False,13,0.054437
Ford,Edge,2014,Saudi,Red,Full,3.6,Gas,Automatic,99000,Jeddah,1500,False,11,0.015152
Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000,False,9,0.643393
Chevrolet,Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000,False,15,0.25
Ford,Flex,2015,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000,False,10,0.103448
Toyota,Hilux,2012,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000,False,13,0.144809
Gmc,Sierra,2021,Saudi,Silver,Full,9.0,Gas,Automatic,100,Dammam,178000,False,4,1780.0
Ford,Edge,2007,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,372400,Al-Ahsa,19000,False,18,0.05102
Kia,Sportage,2016,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000,False,9,0.326316
Toyota,Camry,2009,Saudi,White,Standard,2.5,Gas,Manual,350000,Jeddah,25000,False,16,0.071429
Hyundai,Elantra,2013,Saudi,Blue,Semi Full,2.0,Gas,Automatic,300000,Aseer,20000,False,12,0.066667
Ford,Expedition,2003,Other,Brown,Semi Full,8.0,Gas,Automatic,246000,Al-Medina,15000,False,22,0.060976
Chevrolet,Traverse,2011,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000,False,14,0.173913
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500,False,9,0.109813
Chevrolet,Tahoe,2011,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000,False,14,0.16
Ford,Edge,2011,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000,False,14,0.857143
Mitsubishi,Pajero,2015,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000,False,10,0.612245
Kia,Cerato,2014,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000,False,11,107.623318
Nissan,Altima,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000,False,12,0.261194
Gmc,Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000,False,9,0.659722
Toyota,Land Cruiser,2020,Gulf Arabic,Grey,Full,4.6,Gas,Automatic,19800,Dammam,265000,False,5,13.383838
Ford,Taurus,2010,Other,Another Color,Semi Full,3.5,Gas,Automatic,380,Al-Baha,28000,False,15,73.684211
Chevrolet,Caprice,2013,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000,False,12,0.157143
Jaguar,Xf,2009,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000,False,16,0.7
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000,False,9,0.390947
Honda,Accord,2005,Gulf Arabic,White,Full,1.4,Gas,Automatic,250000,Jeddah,17000,False,20,0.068
Bmw,X,2009,Saudi,Black,Full,3.0,Gas,Automatic,180000,Jeddah,35000,False,16,0.194444
Mini,Copper,2016,Gulf Arabic,Blue,Semi Full,2.0,Gas,Automatic,75000,Jeddah,80000,False,9,1.066667
Nissan,Datsun,2015,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000,False,10,0.584416
Hyundai,Sonata,2016,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000,False,9,0.342105
Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000,False,6,1.666667
Toyota,Land Cruiser Pickup,2006,Saudi,White,Standard,4.0,Gas,Manual,406000,Dammam,55000,False,19,0.135468
Toyota,Rav4,2011,Saudi,White,Semi Full,2.4,Gas,Automatic,400000,Jeddah,35000,False,14,0.0875
Lexus,Ls,2002,Saudi,White,Full,4.6,Gas,Automatic,500,Riyadh,26000,False,23,52.0
Chrysler,C300,2012,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000,False,13,0.356643
Kia,Carens,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000,False,10,0.891892
Gmc,Sierra,2015,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000,False,10,1.315789
Toyota,Camry,2013,Saudi,White,Full,2.5,Gas,Manual,633386,Aseer,37000,False,12,0.058416
Toyota,Prado,2009,Other,Silver,Full,4.0,Gas,Manual,300000,Jeddah,50000,False,16,0.166667
Cadillac,Ct4,2020,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000,False,5,26.724138
Ford,Taurus,2013,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000,False,12,127.516779
Chevrolet,Tahoe,2012,Saudi,Golden,Semi Full,5.3,Gas,Automatic,327000,Riyadh,45000,False,13,0.137615
Hyundai,Accent,2018,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000,False,7,1.85
Hyundai,H1,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000,False,12,126.01626
Ford,Ranger,2011,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000,False,14,0.133333
Toyota,Innova,2013,Saudi,Navy,Standard,2.7,Gas,Manual,3640000,Riyadh,30000,False,12,0.008242
Toyota,Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000,False,18,0.22
Gmc,Yukon,2014,Saudi,White,Full,8.0,Gas,Automatic,80000,Riyadh,120000,False,11,1.5
Gmc,Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000,False,9,0.298013
Toyota,Corolla,2011,Saudi,Grey,Semi Full,1.6,Gas,Manual,490,Al-Medina,18000,False,14,36.734694
Peugeot,301,2014,Saudi,Another Color,Standard,1.6,Gas,Automatic,159,Tabouk,12000,False,11,75.471698
Kia,Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,7600,Jeddah,2656,False,5,0.349474
Mercedes,S,2017,Saudi,Grey,Full,6.0,Gas,Automatic,36000,Riyadh,310000,False,8,8.611111
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000,False,7,1.928571
Toyota,Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005,False,6,0.851889
Toyota,Rav4,2018,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000,False,7,1.360656
Toyota,Rav4,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000,False,8,0.892473
Mazda,Cx3,2018,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000,False,7,1.487179
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000,False,7,0.273438
Gmc,Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,409000,Riyadh,20000,False,20,0.0489
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000,False,5,1.943396
Chevrolet,Lumina,2006,Other,Oily,Standard,6.0,Gas,Automatic,470000,Riyadh,3000,False,19,0.006383
Kia,Optima,2014,Saudi,Silver,Full,2.5,Gas,Automatic,2002500,Riyadh,42000,False,11,0.020974
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000,False,8,418.181818
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000,False,7,0.375
Chevrolet,Suburban,1999,Saudi,Green,Standard,5.3,Gas,Automatic,2500,Hail,6500,False,26,2.6
Isuzu,D-Max,2020,Saudi,White,Full,2.5,Diesel,Automatic,40000,Riyadh,120500,False,5,3.0125
Hyundai,Tucson,2017,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000,False,8,407.894737
Hyundai,Azera,2020,Other,Grey,Semi Full,3.5,Gas,Automatic,37000,Tabouk,1846,False,5,0.049892
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,221000,Jubail,1300,False,7,0.005882
Nissan,Patrol,2020,Saudi,Grey,Full,4.0,Gas,Automatic,89000,Riyadh,210000,False,5,2.359551
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000,False,8,0.492647
Gmc,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000,False,10,257.352941
Fiat,500,2020,Saudi,White,Full,1.4,Gas,Automatic,11500,Riyadh,85000,False,5,7.391304
Toyota,Yaris,2016,Saudi,Grey,Standard,1.5,Gas,Manual,134000,Jubail,23000,False,9,0.171642
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,73000,Dammam,79000,False,12,1.082192
Gmc,Sierra,2020,Saudi,Silver,Semi Full,5.3,Gas,Automatic,18000,Dammam,152000,False,5,8.444444
Gmc,Yukon,2012,Saudi,Black,Full,5.3,Gas,Automatic,270,Qassim,39000,False,13,144.444444
Chevrolet,Suburban,2017,Saudi,Another Color,Full,5.3,Gas,Automatic,184000,Dammam,137000,False,8,0.744565
Ford,Taurus,2017,Other,Silver,Semi Full,3.5,Gas,Automatic,142311,Dammam,75000,False,8,0.527015
Toyota,Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,101000,Dammam,72000,False,9,0.712871
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000,False,7,0.492537
Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000,False,8,0.424
Ford,Taurus,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Dammam,52000,False,10,0.182456
Bmw,The 7,2009,Saudi,Bronze,Full,4.4,Gas,Automatic,285000,Dammam,46000,False,16,0.161404
Land Rover,Range Rover,2008,Saudi,White,Full,5.0,Gas,Automatic,329000,Dammam,32000,False,17,0.097264
Nissan,Vtc,2000,Saudi,White,Semi Full,4.8,Gas,Manual,490000,Dammam,30000,False,25,0.061224
Mercedes,Cls,2007,Saudi,Grey,Full,6.3,Gas,Automatic,340000,Dammam,21000,False,18,0.061765
Audi,A8,2007,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000,False,18,0.105556
Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,201000,Riyadh,107000,False,9,0.532338
Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,8000,Dammam,295000,False,4,36.875
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,38000,Dammam,255000,False,6,6.710526
Lexus,Ls,2015,Saudi,White,Full,4.6,Gas,Automatic,132000,Dammam,165000,False,10,1.25
Gmc,Sierra,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,152000,Dammam,124000,False,7,0.815789
Chevrolet,Tahoe,2016,Saudi,Brown,Standard,5.3,Gas,Automatic,223000,Dammam,110000,False,9,0.493274
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000,False,8,0.612613
Honda,Odyssey,2015,Saudi,White,Standard,3.5,Gas,Automatic,153000,Dammam,60000,False,10,0.392157
Mercedes,C,2020,Saudi,White,Full,2.0,Gas,Automatic,10000,Jeddah,190000,False,5,19.0
Toyota,Land Cruiser,1999,Other,Silver,Semi Full,4.6,Gas,Manual,175000,Riyadh,57000,False,26,0.325714
Audi,A4,2013,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,250000,Riyadh,45000,False,12,0.18
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,78000,Dammam,64000,False,12,0.820513
Toyota,Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000,False,8,4.850746
Audi,A6,2013,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000,False,12,0.933333
Jeep,Cherokee,1998,Saudi,White,Standard,4.0,Gas,Automatic,270000,Yanbu,16000,False,27,0.059259
Chevrolet,Tahoe,2012,Saudi,Black,Full,5.3,Gas,Automatic,281,Riyadh,65000,False,13,231.316726
Lexus,Lx,2020,Gulf Arabic,Black,Full,5.7,Gas,Automatic,13000,Riyadh,420000,False,5,32.307692
Rolls-Royce,Ghost,2013,Gulf Arabic,White,Full,6.0,Gas,Automatic,24000,Riyadh,700000,False,12,29.166667
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500,False,6,8.528393
Porsche,Cayenne S,2013,Saudi,White,Full,4.8,Gas,Automatic,219000,Riyadh,100000,False,12,0.456621
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,29000,False,8,0.268519
Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,71000,Riyadh,65000,False,7,0.915493
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000,False,6,0.607843
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,65000,Riyadh,30000,False,8,0.461538
Honda,Accord,2010,Saudi,Silver,Full,2.4,Gas,Automatic,300000,Riyadh,32000,False,15,0.106667
Toyota,Ciocca,2014,Saudi,White,Semi Full,1.6,Gas,Automatic,28000,Qassim,75000,False,11,2.678571
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,260000,Jubail,60000,False,10,0.230769
Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,240000,Riyadh,105000,False,12,0.4375
Chevrolet,Tahoe,2008,Other,Black,Full,2.9,Gas,Automatic,265000,Riyadh,33000,False,17,0.124528
Gmc,Yukon,2015,Saudi,Black,Full,6.2,Gas,Automatic,216000,Besha,98000,False,10,0.453704
Ford,Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,270,Dammam,35000,False,14,129.62963
Hyundai,Elantra,2018,Saudi,Silver,Full,2.0,Gas,Automatic,97588,Jeddah,55000,False,7,0.563594
Mazda,6,2016,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000,False,9,0.615385
Chevrolet,Tahoe,2017,Saudi,Black,Semi Full,8.0,Gas,Automatic,220,Arar,118000,False,8,536.363636
Nissan,Patrol,2020,Saudi,Grey,Full,1.4,Gas,Automatic,89000,Riyadh,210000,False,5,2.359551
Mercedes,S,2012,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000,False,13,1.294118
Dodge,Charger,2012,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000,False,13,0.508982
Toyota,Furniture,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Dammam,85000,False,7,0.379464
Hyundai,Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000,False,8,0.137931
Chrysler,C300,2019,Saudi,Black,Full,5.7,Gas,Automatic,45000,Riyadh,145000,False,6,3.222222
Mazda,6,2019,Saudi,Black,Full,2.1,Gas,Automatic,81000,Jeddah,90000,False,6,1.111111
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,134000,Al-Ahsa,170000,False,6,1.268657
Toyota,Camry,2019,Saudi,Black,Standard,2.5,Hybrid,Automatic,55000,Makkah,80000,False,6,1.454545
Bmw,The 7,2016,Saudi,White,Full,2.0,Gas,Automatic,161,Khobar,160000,False,9,993.78882
Hyundai,Elantra,2014,Saudi,Grey,Full,2.0,Gas,Automatic,290000,Riyadh,33500,False,11,0.115517
Kia,Cores,2005,Saudi,White,Standard,4.0,Gas,Manual,400,Makkah,10000,False,20,25.0
Ford,Taurus,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,66000,Riyadh,77000,False,9,1.166667
Bmw,The 5,2011,Saudi,Silver,Semi Full,3.0,Gas,Automatic,276000,Riyadh,65000,False,14,0.235507
Toyota,Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,155000,Jeddah,32000,False,9,0.206452
Chevrolet,Caprice,2013,Other,White,Semi Full,6.2,Gas,Automatic,193000,Dammam,44000,False,12,0.227979
Jeep,Wrangler,2019,Saudi,White,Full,3.6,Gas,Automatic,16000,Riyadh,181000,False,6,11.3125
Jeep,Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,146000,Riyadh,95000,False,10,0.650685
Toyota,Yaris,2017,Saudi,Grey,Standard,1.5,Gas,Automatic,12500,Tabouk,32000,False,8,2.56
Gmc,Terrain,2015,Saudi,Silver,Semi Full,2.4,Gas,Automatic,125000,Riyadh,38000,False,10,0.304
Changan,Cs95,2019,Saudi,Black,Full,2.0,Gas,Automatic,106000,Jeddah,70000,False,6,0.660377
Lexus,Es,2013,Saudi,Black,Full,1.6,Gas,Automatic,263000,Dammam,66000,False,12,0.250951
Hyundai,Elantra,2017,Other,Silver,Standard,1.6,Diesel,Automatic,86000,Dammam,47000,False,8,0.546512
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,121000,Dammam,75000,False,8,0.619835
Nissan,Patrol,2017,Saudi,White,Standard,4.0,Gas,Automatic,198000,Dammam,114000,False,8,0.575758
Toyota,Furniture,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,3000,Dammam,135000,False,5,45.0
Toyota,Avalon,2019,Saudi,White,Standard,3.5,Gas,Automatic,43418,Riyadh,115000,False,6,2.648671
Ford,Taurus,2015,Saudi,Grey,Standard,3.6,Gas,Automatic,130243,Riyadh,58000,False,10,0.445321
Ford,Echo Sport,2015,Saudi,White,Standard,1.4,Gas,Automatic,101600,Riyadh,28000,False,10,0.275591
Jeep,Cherokee,1992,Saudi,Red,Standard,2.4,Gas,Manual,300000,Al-Ahsa,16000,False,33,0.053333
Hyundai,Sonata,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,71629,Riyadh,50000,False,7,0.698041
Nissan,Datsun,2015,Saudi,White,Standard,1.9,Gas,Manual,142000,Makkah,39000,False,10,0.274648
Geely,Gc7,2015,Saudi,Silver,Full,1.6,Gas,Automatic,140000,Taef,15000,False,10,0.107143
Hyundai,Sonata,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,84000,False,6,0.913043
Nissan,Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,106,Jeddah,23000,False,7,216.981132
Ford,Focus,2011,Unknown,White,Standard,1.6,Gas,Automatic,181000,Jeddah,10000,False,14,0.055249
Toyota,Furniture,2017,Unknown,White,Semi Full,2.7,Gas,Automatic,70000,Al-Ahsa,75000,False,8,1.071429
Gmc,Yukon,2011,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,223,Hail,40000,False,14,179.372197
Mitsubishi,Pajero,2017,Gulf Arabic,White,Full,3.2,Diesel,Automatic,80000,Qassim,89500,False,8,1.11875
Toyota,Land Cruiser,2012,Saudi,White,Full,8.0,Gas,Automatic,228000,Qassim,112000,False,13,0.491228
Hyundai,Senta Fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,255000,Aseer,51000,False,9,0.2
Genesis,G330,2017,Other,Silver,Semi Full,3.3,Gas,Automatic,68000,Qurayyat,70000,False,8,1.029412
Toyota,Fj,2015,Saudi,Black,Semi Full,4.0,Gas,Automatic,110000,Dammam,115000,False,10,1.045455
Toyota,Camry,2009,Saudi,White,Semi Full,2.5,Gas,Automatic,600000,Al-Medina,23000,False,16,0.038333
Toyota,Yaris,2020,Saudi,Brown,Semi Full,1.5,Gas,Automatic,13000,Jeddah,37000,False,5,2.846154
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,98000,Najran,70000,False,11,0.714286
Mercedes,Gl,2015,Saudi,Black,Full,5.0,Gas,Automatic,32000,Makkah,183000,False,10,5.71875
Mazda,Cx9,2015,Saudi,Black,Full,2.5,Gas,Automatic,234000,Taef,57000,False,10,0.24359
Toyota,Land Cruiser 70,2019,Saudi,White,Full,4.0,Gas,Manual,26000,Aseer,130000,False,6,5.0
Lexus,Es,2020,Saudi,Another Color,Full,3.5,Gas,Automatic,29000,Jeddah,230000,False,5,7.931034
Toyota,Prado,2016,Saudi,White,Standard,4.0,Gas,Automatic,74000,Jeddah,120000,False,9,1.621622
